playerName_x,playerPrice,playerPos,playerClub,playerImg_x,TotalPoints,Goals,Assists,BallsRecov,match_name,score,playerName_y,Team,OverallRating,playerImgy,TeamImg,FlagImg,Nation,Pace,Shooting,Passing,Dribbling,Defending,Physicality
J. Oblak,6.0,GK,ATM,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250012069.jpg?v=4.07,24,0,0,0,Jan Oblak,84,Jan Oblak,Atlético de Madrid,88,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p200389.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/452jAa9UhkaM3gXX81Roqk/ec88e48a2b43d5e7a3fef6a38c96c16f/240.png,https://images.ctfassets.net/rs6bgs1g8dbr/29GBdG097LzE0BZ6AvKmQq/e2c75531658f4ca40974e596e478bbaf/f_44.png,Slovenia,851,90,78,872,463,861
A. Davies,6.0,DEF,BAY,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250128120.jpg?v=4.07,22,0,0,21,Alphonso Davies,86,Alphonso Davies,FC Bayern München,83,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p234396.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/1Uh6FbAG5LLX0OdAnHi84E/ed4e33b98ac5d03b2adad5a4e2efb777/21.png,https://images.ctfassets.net/rs6bgs1g8dbr/47dRsBymvMr3YATwWSnlhV/672e421a8434492fca2ee84bd02f570e/f_70.png,Canada,951,66,781,841,742,77
Vitinha,6.0,MID,PAR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250101444.jpg?v=4.07,22,0,1,18,Vitinha,100,Vitinha,Paris SG,80,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p255253.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/65jMMhRXpQl9A65F6kQtBe/c7b08b18574c48533c1526783bd9b601/73.png,https://images.ctfassets.net/rs6bgs1g8dbr/2lrwEhKVgf1yqaNPErE17U/827ef25bd1820ad5c65b278a021e9d86/f_38.png,Portugal,694,68,79,852,703,6611
G. Donnarumma,6.0,GK,PAR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250078922.jpg?v=4.07,21,0,0,0,Gianluigi Donnarumma,86,Gianluigi Donnarumma,Paris SG,87,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p230621.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/65jMMhRXpQl9A65F6kQtBe/c7b08b18574c48533c1526783bd9b601/73.png,https://images.ctfassets.net/rs6bgs1g8dbr/EHrJWMzTNIVkWKssiD4Oc/366d836ba975be3d6abf7d3ffdebbb3f/f_27.png,Italy,90,821,79,89,52,832
Luis Alberto,6.0,MID,LAZ,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250020654.jpg?v=4.07,19,0,1,15,Luis Alberto,100,Luis Alberto,Latium,84,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p198706.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3bAH16oyMK2cTl3Vpf29Z5/7fc0c85c8544ed967ec2509d169a51e3/115841.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,6915,772,851,841,625,581
D. Rice,6.0,MID,ARS,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250083732.jpg?v=4.07,19,0,0,24,Declan Rice,86,Declan Rice,Arsenal,85,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p234378.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/RrovHfxo1AFm2Fsfl50kN/1b45151487917b5375e2698abbce260a/1.png,https://images.ctfassets.net/rs6bgs1g8dbr/4BVs0BAE16wJ4ihZS72xv8/5f2bab28b731170d875d4b0dd66b3664/f_14.png,England,71,651,751,771,831,83
Matheus Nunes,6.0,MID,MCI,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250145803.jpg?v=4.07,16,0,1,8,Matheus Nunes,100,Matheus Nunes,Manchester City,79,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p253124.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/hn2H64k3KVpJ3Wqpyleus/2d33f6e09f42515c20dd2a70600a3c26/10.png,https://images.ctfassets.net/rs6bgs1g8dbr/2lrwEhKVgf1yqaNPErE17U/827ef25bd1820ad5c65b278a021e9d86/f_38.png,Portugal,831,71,741,811,731,771
Koke,6.0,MID,ATM,https://img.uefa.com/imgml/TP/players/1/2024/75x75/1909917.jpg?v=4.07,16,0,0,26,Koke,100,Koke,Atlético de Madrid,84,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p193747.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/452jAa9UhkaM3gXX81Roqk/ec88e48a2b43d5e7a3fef6a38c96c16f/240.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,691,72,851,79,791,781
V. Claesson,6.0,MID,CPH,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250024171.jpg?v=4.07,16,0,0,14,Viktor Claesson,85,Viktor Claesson,F.C. København,77,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p207554.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/5arj6cDpzcsjwIUJdGhB71/bde4e5b15371be5cda30b071aeaa7895/819.png,https://images.ctfassets.net/rs6bgs1g8dbr/7vUEmhKkNiLDphHke6I06M/8f6b05ca7c6dea978d19a05d56dfc708/f_46.png,Sweden,751,731,742,772,6515,785
E. Achouri,6.0,FWD,CPH,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250132393.jpg?v=4.07,15,0,1,5,Elias Achouri,84,Elias Achouri,F.C. København,67,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p263672.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/5arj6cDpzcsjwIUJdGhB71/bde4e5b15371be5cda30b071aeaa7895/819.png,https://images.ctfassets.net/rs6bgs1g8dbr/6D9O1DXR63V0EMxfsj10h/1b9d423cf4817f471939db985895c9d3/f_145.png,Tunisia,812,62,59,69,28,491
M. Tillman,6.0,FWD,PSV,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250123677.jpg?v=4.07,14,0,1,11,Malik Tillman,84,Malik Tillman,PSV,74,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p256853.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/5C7ugikXTsPFTElZkD3xAU/9da6a26432b668026acab4f8ac88c89e/247.png,https://images.ctfassets.net/rs6bgs1g8dbr/5cf40Cv4RRYt6T3ArGJOR1/aec9f45e482b9e325eab179be6a66963/f_95.png,United States,8114,683,6717,7814,5940,659
E. Camavinga,6.0,MID,RMA,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250128270.jpg?v=4.07,14,0,0,21,Eduardo Camavinga,86,Eduardo Camavinga,Real Madrid,82,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p248243.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/7ji8sU96bLJDrvUG9LhZfs/79c637e0af422fec5e4d76c513fbd0dd/243.png,https://images.ctfassets.net/rs6bgs1g8dbr/5Il39kdF0vuuJ1Gc18R7Ww/b982b6f565d2d59fe0dc61e5ca620092/f_18.png,France,793,66,802,821,76,802
Ederson,6.0,GK,MCI,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250073809.jpg?v=4.07,13,0,0,0,Ederson,100,Ederson,Manchester City,88,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p210257.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/hn2H64k3KVpJ3Wqpyleus/2d33f6e09f42515c20dd2a70600a3c26/10.png,https://images.ctfassets.net/rs6bgs1g8dbr/3Rwp4RzPbtNP3FHh21UXAG/1d1cf1b849dfaeb232744c8c725d93b6/f_54.png,Brazil,861,82,912,862,64,862
M. Llorente,6.0,MID,ATM,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250079670.jpg?v=4.07,12,0,2,5,Marcos Llorente,85,Marcos Llorente,Atlético de Madrid,84,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p226161.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/452jAa9UhkaM3gXX81Roqk/ec88e48a2b43d5e7a3fef6a38c96c16f/240.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,891,781,792,802,78,81
M. Kovačić,6.0,MID,MCI,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250023551.jpg?v=4.07,9,0,0,6,Mateo Kovačić,84,Mateo Kovačić,Manchester City,82,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p207410.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/hn2H64k3KVpJ3Wqpyleus/2d33f6e09f42515c20dd2a70600a3c26/10.png,https://images.ctfassets.net/rs6bgs1g8dbr/14fF2K15SAGhgRD8gv1hCs/4115961b1636a5aacb8b8ff0057e0688/f_10.png,Croatia,691,69,821,871,71,701
Vasco Sousa,6.0,MID,POR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250128456.jpg?v=4.07,0,0,0,0,Saúl,72,Saúl,Atlético de Madrid,80,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p208421.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/452jAa9UhkaM3gXX81Roqk/ec88e48a2b43d5e7a3fef6a38c96c16f/240.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,69,76,761,781,771,751
T. Courtois,6.0,GK,RMA,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250011668.jpg?v=4.07,0,0,0,0,Thibaut Courtois,85,Thibaut Courtois,Real Madrid,90,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p192119.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/7ji8sU96bLJDrvUG9LhZfs/79c637e0af422fec5e4d76c513fbd0dd/243.png,https://images.ctfassets.net/rs6bgs1g8dbr/285bLwP3RuTmDmniPEqYn8/8fa66478d339a776a696563fcd3e2005/f_7.png,Belgium,851,89,761,933,46,901
T. Partey,6.0,MID,ARS,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250086316.jpg?v=4.07,0,0,0,0,Thomas Partey,82,Thomas Partey,Arsenal,85,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p209989.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/RrovHfxo1AFm2Fsfl50kN/1b45151487917b5375e2698abbce260a/1.png,https://images.ctfassets.net/rs6bgs1g8dbr/7bOw3RGC5zuBRuwBdtvKqA/f562a35268cb7c3a13170add160fffe7/f_117.png,Ghana,683,71,821,80,811,821
A. Balde,5.9,DEF,BAR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250135416.jpg?v=4.07,19,0,0,15,Balde,90,Balde,FC Barcelona,81,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p263578.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/4OJIzFZkwqt9zviE8fTl6A/e20b4e9d5e3737b4cfcee2d7e9d03ce4/241.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,9112,487,7319,788,7512,6410
M. Neuer,5.9,GK,BAY,https://img.uefa.com/imgml/TP/players/1/2024/75x75/97923.jpg?v=4.07,15,0,0,0,Manuel Neuer,86,Manuel Neuer,FC Bayern München,87,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p167495.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/1Uh6FbAG5LLX0OdAnHi84E/ed4e33b98ac5d03b2adad5a4e2efb777/21.png,https://images.ctfassets.net/rs6bgs1g8dbr/1A8XMv08PSnZMzpSS5oNIF/47eae37fd5132755d6e36382e6122b1c/f_21.png,Germany,843,853,901,844,497,883
G. Til,5.9,MID,PSV,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250099671.jpg?v=4.07,7,0,0,3,Guus Til,73,Guus Til,PSV,74,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p235663.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/5C7ugikXTsPFTElZkD3xAU/9da6a26432b668026acab4f8ac88c89e/247.png,https://images.ctfassets.net/rs6bgs1g8dbr/4uNbG6XOZIntXSyvoqzfAN/611b3238ff441ce8440cc7643632fa0f/f_34.png,Holland,681,732,70,72,61,772
Fabián Ruiz,5.9,MID,PAR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250115436.jpg?v=4.07,5,0,0,5,Fabián Ruiz,100,Fabián Ruiz,Paris SG,81,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p226271.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/65jMMhRXpQl9A65F6kQtBe/c7b08b18574c48533c1526783bd9b601/73.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,556,781,791,803,74,72
Toni Martínez,5.9,FWD,POR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250068973.jpg?v=4.07,1,0,0,0,Toni Martínez,100,Toni Martínez,FC Porto,76,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p234826.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/7e1BdoHLY0BxzU1Y9t2NZ9/e83ac2aecea93bbad781d7abf69a1c8b/236.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,69,76,601,72,24,792
L. Lerager,5.8,MID,CPH,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250059199.jpg?v=4.07,34,3,1,29,Lukas Lerager,84,Lukas Lerager,F.C. København,73,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p217605.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/5arj6cDpzcsjwIUJdGhB71/bde4e5b15371be5cda30b071aeaa7895/819.png,https://images.ctfassets.net/rs6bgs1g8dbr/W41LohXCFJWoEhvtE1Lva/4b6c673873626d7dd28de8fbfe8f7127/f_13.png,Denmark,6813,692,691,691,721,822
X. Schlager,5.8,MID,RBL,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250065408.jpg?v=4.07,31,1,2,31,Xaver Schlager,85,Xaver Schlager,RB Leipzig,81,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p233195.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/4JUfthPSJXlhOAcEl7Izgb/0577cc3edc3fedbfa511d6c6332b6e28/112172.png,https://images.ctfassets.net/rs6bgs1g8dbr/3bg83r6RvRyBDVYHtgg2xb/a485aa53dc1601dde6ef38461b136af3/f_4.png,Austria,747,70,741,781,752,801
R. Bardghji,5.8,MID,CPH,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250165617.jpg?v=4.07,10,1,0,2,Roony Bardghji,85,Roony Bardghji,F.C. København,67,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p265600.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/5arj6cDpzcsjwIUJdGhB71/bde4e5b15371be5cda30b071aeaa7895/819.png,https://images.ctfassets.net/rs6bgs1g8dbr/7vUEmhKkNiLDphHke6I06M/8f6b05ca7c6dea978d19a05d56dfc708/f_46.png,Sweden,74,63,60,73,26,51
Emre Can,5.8,MID,DOR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250017824.jpg?v=4.07,8,0,0,13,Emre Can,100,Emre Can,Borussia Dortmund,83,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p208333.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/GQTDDz0ijHzyTASt7DvFm/55446801ef41d55533b82c26c1d1e56f/22.png,https://images.ctfassets.net/rs6bgs1g8dbr/1A8XMv08PSnZMzpSS5oNIF/47eae37fd5132755d6e36382e6122b1c/f_21.png,Germany,791,78,77,791,82,87
C. Baumgartner,5.8,MID,RBL,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250089289.jpg?v=4.07,8,0,1,2,Christoph Baumgartner,86,Christoph Baumgartner,RB Leipzig,79,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p242187.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/4JUfthPSJXlhOAcEl7Izgb/0577cc3edc3fedbfa511d6c6332b6e28/112172.png,https://images.ctfassets.net/rs6bgs1g8dbr/3bg83r6RvRyBDVYHtgg2xb/a485aa53dc1601dde6ef38461b136af3/f_4.png,Austria,75,731,741,811,451,593
J. Kiwior,5.8,DEF,ARS,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250105681.jpg?v=4.07,7,0,0,7,Jakub Kiwior,82,Jakub Kiwior,Arsenal,74,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p265693.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/RrovHfxo1AFm2Fsfl50kN/1b45151487917b5375e2698abbce260a/1.png,https://images.ctfassets.net/rs6bgs1g8dbr/KLzBJsJ0eQPZm4hVsZFgc/1a1b9891525684b366053c13c6c87487/f_37.png,Poland,672,37,591,612,755,772
F. Carvalho,5.8,MID,RBL,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250117502.jpg?v=4.07,5,0,0,3,Fábio Carvalho,85,Fábio Carvalho,RB Leipzig,74,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p256725.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/4JUfthPSJXlhOAcEl7Izgb/0577cc3edc3fedbfa511d6c6332b6e28/112172.png,https://images.ctfassets.net/rs6bgs1g8dbr/2lrwEhKVgf1yqaNPErE17U/827ef25bd1820ad5c65b278a021e9d86/f_38.png,Portugal,78,68,681,772,45,511
U. Sadiq,5.8,FWD,RSO,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250088136.jpg?v=4.07,4,0,0,0,Umar Sadiq,79,Umar Sadiq,Real Sociedad,77,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p231627.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3kY5i6htFsfl6nLjvzqRaM/7179d55f421f6776dd54d66a985b07f8/457.png,https://images.ctfassets.net/rs6bgs1g8dbr/295ony5xEfG2G4YAB0W9mW/3a27c0494c7df2afeb1fa42963186f7d/f_133.png,Nigeria,831,76,60,72,30,76
Fran Navarro,5.8,FWD,POR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250079395.jpg?v=4.07,1,0,0,0,Fran Navarro,100,Fran Navarro,FC Porto,78,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p247138.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/7e1BdoHLY0BxzU1Y9t2NZ9/e83ac2aecea93bbad781d7abf69a1c8b/236.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,746,794,541,753,41,791
N. Schlotterbeck,5.7,DEF,DOR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250134856.jpg?v=4.07,30,0,1,33,Nico Schlotterbeck,88,Nico Schlotterbeck,Borussia Dortmund,83,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p247819.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/GQTDDz0ijHzyTASt7DvFm/55446801ef41d55533b82c26c1d1e56f/22.png,https://images.ctfassets.net/rs6bgs1g8dbr/1A8XMv08PSnZMzpSS5oNIF/47eae37fd5132755d6e36382e6122b1c/f_21.png,Germany,782,582,671,731,851,824
R. Nelson,5.7,FWD,ARS,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250077450.jpg?v=4.07,14,0,2,7,Reiss Nelson,82,Reiss Nelson,Arsenal,74,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p231448.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/RrovHfxo1AFm2Fsfl50kN/1b45151487917b5375e2698abbce260a/1.png,https://images.ctfassets.net/rs6bgs1g8dbr/4BVs0BAE16wJ4ihZS72xv8/5f2bab28b731170d875d4b0dd66b3664/f_14.png,England,86,662,691,781,36,551
R. Pepi,5.7,FWD,PSV,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250187620.jpg?v=4.07,13,1,1,0,Pepê,90,Pepê,FC Porto,80,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p238896.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/7e1BdoHLY0BxzU1Y9t2NZ9/e83ac2aecea93bbad781d7abf69a1c8b/236.png,https://images.ctfassets.net/rs6bgs1g8dbr/3Rwp4RzPbtNP3FHh21UXAG/1d1cf1b849dfaeb232744c8c725d93b6/f_54.png,Brazil,861,682,713,833,6230,607
D. Ceballos,5.7,MID,RMA,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250086709.jpg?v=4.07,12,1,0,9,Dani Ceballos,85,Dani Ceballos,Real Madrid,79,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p222509.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/7ji8sU96bLJDrvUG9LhZfs/79c637e0af422fec5e4d76c513fbd0dd/243.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,635,713,781,82,704,671
B. Turrientes,5.7,MID,RSO,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250129415.jpg?v=4.07,7,0,0,4,Turrientes,95,Turrientes,Real Sociedad,68,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p262510.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3kY5i6htFsfl6nLjvzqRaM/7179d55f421f6776dd54d66a985b07f8/457.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,661,51,69,671,60,531
J. Lindstrøm,5.7,MID,NAP,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250110724.jpg?v=4.07,2,0,0,0,Jesper Lindstrøm,85,Jesper Lindstrøm,Napoli FC,77,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p245741.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/40PGLIPk7e71KQC6Sl1q7H/87a8e32ef6de16632b0bf74af3b3b833/116365.png,https://images.ctfassets.net/rs6bgs1g8dbr/W41LohXCFJWoEhvtE1Lva/4b6c673873626d7dd28de8fbfe8f7127/f_13.png,Denmark,861,733,701,813,435,641
R. Bensebaini,5.6,DEF,DOR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250119677.jpg?v=4.07,24,0,0,26,Ramy Bensebaini,86,Ramy Bensebaini,Borussia Dortmund,80,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p224196.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/GQTDDz0ijHzyTASt7DvFm/55446801ef41d55533b82c26c1d1e56f/22.png,https://images.ctfassets.net/rs6bgs1g8dbr/upLf2W4ZmMbG82nBY8MYx/46eed0086e8236748e71cd182f288628/f_97.png,Algeria,777,706,72,773,793,79
D. Frattesi,5.6,MID,INT,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250088150.jpg?v=4.07,23,1,1,17,Davide Frattesi,85,Davide Frattesi,Inter,80,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p239807.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3P2xBSe9ichAyoiP8uzR7t/271e45d5b480a9ec7d42200e85677d79/44.png,https://images.ctfassets.net/rs6bgs1g8dbr/EHrJWMzTNIVkWKssiD4Oc/366d836ba975be3d6abf7d3ffdebbb3f/f_27.png,Italy,79,712,782,811,683,701
G. Di Lorenzo,5.5,DEF,NAP,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250064229.jpg?v=4.07,35,1,1,34,Giovanni Di Lorenzo,86,Giovanni Di Lorenzo,Napoli FC,85,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p217870.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/40PGLIPk7e71KQC6Sl1q7H/87a8e32ef6de16632b0bf74af3b3b833/116365.png,https://images.ctfassets.net/rs6bgs1g8dbr/EHrJWMzTNIVkWKssiD4Oc/366d836ba975be3d6abf7d3ffdebbb3f/f_27.png,Italy,85,671,752,792,824,822
M. Škriniar,5.5,DEF,PAR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250041563.jpg?v=4.07,33,1,0,43,Milan Škriniar,85,Milan Škriniar,Paris SG,84,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p232363.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/65jMMhRXpQl9A65F6kQtBe/c7b08b18574c48533c1526783bd9b601/73.png,https://images.ctfassets.net/rs6bgs1g8dbr/2rtg33fAnT1KbKCUHlkb5w/07e8ba36c7e290d8b4d68e797d35c614/f_43.png,Slovakia,78,41,57,672,862,833
