playerName,playerPrice,playerPos,playerClub,playerImg
David Fofana,6,FWD,UBE,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250153357.jpg?v=4.02
A. Zambo Anguissa,6,MID,NAP,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250086987.jpg?v=4.02
D. Calabria,6,DEF,MIL,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250058044.jpg?v=4.02
K. Volland,6,FWD,UBE,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250023705.jpg?v=4.02
M. Guilavogui,6,FWD,LEN,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250187060.jpg?v=4.02
T. Ndombele,6,MID,GAL,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250112778.jpg?v=4.02
A. Thomasson,6,MID,LEN,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250132409.jpg?v=4.02
K. Kangwa,6,MID,ZVE,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250174872.jpg?v=4.02
H. Barnes,6,MID,NEW,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250102497.jpg?v=4.02
V. Claesson,6,MID,CPH,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250024171.jpg?v=4.02
C. Baumgartner,6,MID,RBL,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250089289.jpg?v=4.02
U. Sadiq,6,FWD,RSO,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250088136.jpg?v=4.02
P. Ratkov,6,FWD,SAL,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250172594.jpg?v=4.02
C. Eriksen,6,MID,MUN,https://img.uefa.com/imgml/TP/players/1/2024/75x75/1905884.jpg?v=4.02
O. Hyeon-Gyu,6,FWD,CEL,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250181426.jpg?v=4.02
G. Kerk,6,MID,ANT,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250110611.jpg?v=4.02
Suso,6,MID,SEV,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250013897.jpg?v=4.02
A. Onana,6,GK,MUN,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250076171.jpg?v=4.02
R. Pepi,6,FWD,PSV,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250187620.jpg?v=4.02
L. Sučić,6,MID,SAL,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250127293.jpg?v=4.02
A. Davies,6,DEF,BAY,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250128120.jpg?v=4.02
B. Viunnyk,6,FWD,SHK,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250124034.jpg?v=4.02
M. Tillman,6,FWD,PSV,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250123677.jpg?v=4.02
F. Carvalho,6,MID,RBL,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250117502.jpg?v=4.02
M. Neuer,6,GK,BAY,https://img.uefa.com/imgml/TP/players/1/2024/75x75/97923.jpg?v=4.02
Óliver Torres,6,MID,SEV,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250050353.jpg?v=4.02
Vasco Sousa,6,MID,POR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250128456.jpg?v=4.02
D. Ceballos,6,MID,RMA,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250086709.jpg?v=4.02
B. Turrientes,6,MID,RSO,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250129415.jpg?v=4.02
Toni Martínez,6,FWD,POR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250068973.jpg?v=4.02
S. Amrabat,6,MID,MUN,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250111362.jpg?v=4.02
G. Til,6,MID,PSV,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250099671.jpg?v=4.02
J. Monteiro,6,FWD,YB,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250157930.jpg?v=4.02
R. Bardghji,6,MID,CPH,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250165617.jpg?v=4.02
J. Willock,6,MID,NEW,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250076081.jpg?v=4.02
M. Kovačić,6,MID,MCI,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250023551.jpg?v=4.02
Y. Musah,6,MID,MIL,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250117511.jpg?v=4.02
Fabián Ruiz,6,MID,PAR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250115436.jpg?v=4.02
Koke,6,MID,ATM,https://img.uefa.com/imgml/TP/players/1/2024/75x75/1909917.jpg?v=4.02
T. Courtois,6,GK,RMA,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250011668.jpg?v=4.02
A. Cabral,6,FWD,BEN,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250134190.jpg?v=4.02
E. Colley,6,MID,YB,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250132730.jpg?v=4.02
J. Kiwior,6,DEF,ARS,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250105681.jpg?v=4.02
J. Haberer,6,MID,UBE,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250090993.jpg?v=4.02
T. Partey,6,MID,ARS,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250086316.jpg?v=4.02
Fran Navarro,6,FWD,POR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250079395.jpg?v=4.02
J. Lindstrøm,6,MID,NAP,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250110724.jpg?v=4.02
J. Dilrosun,6,FWD,FEY,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250076594.jpg?v=4.02
A. Katai,6,MID,ZVE,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250029862.jpg?v=4.02
D. Nene,6,FWD,SAL,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250187184.jpg?v=4.02
Tetê,5.5,MID,GAL,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250132526.jpg?v=4.02
G. Di Lorenzo,5.5,DEF,NAP,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250064229.jpg?v=4.02
F. Tomori,5.5,DEF,MIL,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250067630.jpg?v=4.02
X. Schlager,5.5,MID,RBL,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250065408.jpg?v=4.02
Marquinhos,5.5,DEF,PAR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250064064.jpg?v=4.02
S. Boey,5.5,DEF,GAL,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250136348.jpg?v=4.02
M. Škriniar,5.5,DEF,PAR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250041563.jpg?v=4.02
W. Saliba,5.5,DEF,ARS,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250127439.jpg?v=4.02
N. Pope,5.5,GK,NEW,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250118266.jpg?v=4.02
A. Rüdiger,5.5,DEF,RMA,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250028211.jpg?v=4.02
D. Alaba,5.5,DEF,RMA,https://img.uefa.com/imgml/TP/players/1/2024/75x75/1906540.jpg?v=4.02
Pablo Barrios,5.5,MID,ATM,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250139036.jpg?v=4.02
A. Fulgini,5.5,MID,LEN,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250057933.jpg?v=4.02
K. Kampl,5.5,MID,RBL,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250014636.jpg?v=4.02
B. White,5.5,DEF,ARS,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250156002.jpg?v=4.02
L. Lerager,5.5,MID,CPH,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250059199.jpg?v=4.02
M. Ter Stegen,5.5,GK,BAR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250007631.jpg?v=4.02
R. Zalazar,5.5,MID,BRA,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250187727.jpg?v=4.02
M. Tel,5.5,FWD,BAY,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250140936.jpg?v=4.02
M. Ugarte,5.5,MID,PAR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250161762.jpg?v=4.02
A. Vermeeren,5.5,MID,ANT,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250166930.jpg?v=4.02
K. Laimer,5.5,MID,BAY,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250065413.jpg?v=4.02
S. Longstaff,5.5,MID,NEW,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250186147.jpg?v=4.02
A. Witsel,5.5,MID,ATM,https://img.uefa.com/imgml/TP/players/1/2024/75x75/103335.jpg?v=4.02
A. Tchouameni,5.5,MID,RMA,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250105244.jpg?v=4.02
Saúl Ñíguez,5.5,MID,ATM,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250017725.jpg?v=4.02
N. Schlotterbeck,5.5,DEF,DOR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250134856.jpg?v=4.02
D. Frattesi,5.5,MID,INT,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250088150.jpg?v=4.02
Diogo Costa,5.5,GK,POR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250076675.jpg?v=4.02
L. Torreira,5.5,MID,GAL,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250118286.jpg?v=4.02
A. Gordon,5.5,MID,NEW,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250117036.jpg?v=4.02
Rúben Dias,5.5,DEF,MCI,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250058220.jpg?v=4.02
K. Walker,5.5,DEF,MCI,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250010259.jpg?v=4.02
Al Musrati,5.5,MID,BRA,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250132338.jpg?v=4.02
S. Ramos,5.5,DEF,SEV,https://img.uefa.com/imgml/TP/players/1/2024/75x75/93649.jpg?v=4.02
N. Gudelj,5.5,MID,SEV,https://img.uefa.com/imgml/TP/players/1/2024/75x75/1909874.jpg?v=4.02
S. Lobotka,5.5,MID,NAP,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250055982.jpg?v=4.02
R. Krunić,5.5,MID,MIL,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250064252.jpg?v=4.02
B. Pavard,5.5,DEF,INT,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250081921.jpg?v=4.02
Luis Palma,5.5,MID,CEL,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250174602.jpg?v=4.02
A. Muja,5.5,MID,ANT,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250109524.jpg?v=4.02
O. Zinchenko,5.5,DEF,ARS,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250056861.jpg?v=4.02
J. Schouten,5.5,MID,PSV,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250172787.jpg?v=4.02
M. Hermoso,5.5,DEF,ATM,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250063940.jpg?v=4.02
Angeliño,5.5,DEF,GAL,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250064356.jpg?v=4.02
D. Dumfries,5.5,DEF,INT,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250112690.jpg?v=4.02
M. Vecino,5.5,MID,LAZ,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250086300.jpg?v=4.02
T. Reijnders,5.5,MID,MIL,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250121294.jpg?v=4.02
S. McTominay,5.5,MID,MUN,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250088240.jpg?v=4.02
D. Males,5.5,MID,YB,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250132465.jpg?v=4.02
A. Bastoni,5.5,DEF,INT,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250091199.jpg?v=4.02
R. Hatate,5.5,MID,CEL,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250169705.jpg?v=4.02
R. Bensebaini,5.5,DEF,DOR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250119677.jpg?v=4.02
M. Díaz,5.5,FWD,SEV,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250096713.jpg?v=4.02
J. Bynoe-Gittens,5.5,MID,DOR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250153402.jpg?v=4.02
Chiquinho,5.5,MID,BEN,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250174839.jpg?v=4.02
M. Sabitzer,5.5,MID,DOR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250024349.jpg?v=4.02
Tiago Gouveia,5.5,FWD,BEN,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250117890.jpg?v=4.02
Sergi Roberto,5.5,MID,BAR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250006092.jpg?v=4.02
F. Dimarco,5.5,DEF,INT,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250056189.jpg?v=4.02
Jorginho,5.5,MID,ARS,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250067749.jpg?v=4.02
M. Guendouzi,5.5,MID,LAZ,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250122927.jpg?v=4.02
C. Tengstedt,5.5,FWD,BEN,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250101874.jpg?v=4.02
S. Ganvoula,5.5,FWD,YB,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250112186.jpg?v=4.02
Danilo,5.5,MID,PAR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250014528.jpg?v=4.02
O. Kashchuk,5.5,MID,SHK,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250092182.jpg?v=4.02
Nuno Mendes,5.5,DEF,PAR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250136465.jpg?v=4.02
A. Zakharyan,5.5,MID,RSO,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250129880.jpg?v=4.02
P. Kalulu,5.5,DEF,MIL,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250122983.jpg?v=4.02
D. Pereira Da Costa,5.5,MID,LEN,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250172438.jpg?v=4.02
J. Stones,5.5,DEF,MCI,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250064233.jpg?v=4.02
A. Cornelius,5.5,FWD,CPH,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250041664.jpg?v=4.02
L. Shaw,5.5,DEF,MUN,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250042705.jpg?v=4.02
M. Alonso,5.5,DEF,BAR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250008348.jpg?v=4.02
Ronald Araújo,5.5,DEF,BAR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250134170.jpg?v=4.02
M. De Ligt,5.5,DEF,BAY,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250081554.jpg?v=4.02
J. Forrest,5.5,MID,CEL,https://img.uefa.com/imgml/TP/players/1/2024/75x75/1909868.jpg?v=4.02
J. Cajuste,5.5,MID,NAP,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250121175.jpg?v=4.02
N. Mazraoui,5.5,DEF,BAY,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250075995.jpg?v=4.02
J. Gvardiol,5.5,DEF,MCI,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250127284.jpg?v=4.02
M. Grujić,5.5,MID,POR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250055207.jpg?v=4.02
Carlos Fernández,5.5,FWD,RSO,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250067964.jpg?v=4.02
J. Ondrejka,5.5,MID,ANT,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250156701.jpg?v=4.02
André Horta,5.5,MID,BRA,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250080473.jpg?v=4.02
K. Konaté,5.5,FWD,SAL,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250171301.jpg?v=4.02
M. Shved,5.5,MID,SHK,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250082625.jpg?v=4.02
F. Mendy,5.5,DEF,RMA,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250112803.jpg?v=4.02
Arda Güler,5.5,MID,RMA,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250161881.jpg?v=4.02
R. Khedira,5.5,MID,UBE,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250054030.jpg?v=4.02
W. Said,5.5,FWD,LEN,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250047034.jpg?v=4.02
Éder Militão,5.5,DEF,RMA,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250121965.jpg?v=4.02
D. Carvajal,5.5,DEF,RMA,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250024448.jpg?v=4.02
Salih Özcan,5.5,MID,DOR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250081693.jpg?v=4.02
João Moutinho,5.5,MID,BRA,https://img.uefa.com/imgml/TP/players/1/2024/75x75/70098.jpg?v=4.02
K. Imeri,5.5,MID,YB,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250104939.jpg?v=4.02
Ł. Łakomy,5.5,MID,YB,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250113947.jpg?v=4.02
A. Zerbin,5.5,FWD,NAP,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250112609.jpg?v=4.02
S. Pavlović,5,DEF,SAL,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250115948.jpg?v=4.02
I. Provedel,5,GK,LAZ,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250088946.jpg?v=4.02
L. Hernández,5,DEF,PAR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250063803.jpg?v=4.02
M. Simakan,5,DEF,RBL,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250132434.jpg?v=4.02
Nacho,5,DEF,RMA,https://img.uefa.com/imgml/TP/players/1/2024/75x75/1900122.jpg?v=4.02
J. Koundé,5,DEF,BAR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250096309.jpg?v=4.02
O. Gloukh,5,MID,SAL,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250153349.jpg?v=4.02
M. Thiaw,5,DEF,MIL,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250123978.jpg?v=4.02
K. Tierney,5,DEF,RSO,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250067541.jpg?v=4.02
L. Bonucci,5,DEF,UBE,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250017925.jpg?v=4.02
D. Raya,5,GK,ARS,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250171278.jpg?v=4.02
A. Christensen,5,DEF,BAR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250041718.jpg?v=4.02
Kepa,5,GK,RMA,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250039900.jpg?v=4.02
André Franco,5,MID,POR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250102294.jpg?v=4.02
Diogo Leite,5,DEF,UBE,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250088075.jpg?v=4.02
F. Medina,5,DEF,LEN,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250186120.jpg?v=4.02
R. Gosens,5,DEF,UBE,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250062606.jpg?v=4.02
M. Hummels,5,DEF,DOR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/106587.jpg?v=4.02
S. Mijailović,5,MID,ZVE,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250014221.jpg?v=4.02
W. Zaïre-Emery,5,MID,PAR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250153849.jpg?v=4.02
M. Olivera,5,DEF,NAP,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250134196.jpg?v=4.02
Fernando,5,MID,SEV,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250003327.jpg?v=4.02
S. Savić,5,DEF,ATM,https://img.uefa.com/imgml/TP/players/1/2024/75x75/1907998.jpg?v=4.02
F. Rønnow,5,GK,UBE,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250023709.jpg?v=4.02
M. Wieffer,5,MID,FEY,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250177878.jpg?v=4.02
L. Gourna-Douath,5,MID,SAL,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250128398.jpg?v=4.02
D. Doekhi,5,DEF,UBE,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250101715.jpg?v=4.02
Q. Timber,5,MID,FEY,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250101727.jpg?v=4.02
M. Kim,5,DEF,BAY,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250175065.jpg?v=4.02
A. Kral,5,MID,UBE,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250077921.jpg?v=4.02
M. Keita,5,MID,ANT,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250169373.jpg?v=4.02
F. Aursnes,5,MID,BEN,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250061027.jpg?v=4.02
S. De Vrij,5,DEF,INT,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250006229.jpg?v=4.02
F. Nmecha,5,MID,DOR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250112224.jpg?v=4.02
A. Laïdouni,5,MID,UBE,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250141220.jpg?v=4.02
T. Pobega,5,MID,MIL,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250112117.jpg?v=4.02
M. Zubimendi,5,MID,RSO,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250143679.jpg?v=4.02
J. Juranović,5,DEF,UBE,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250078379.jpg?v=4.02
N. Otamendi,5,DEF,BEN,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250017040.jpg?v=4.02
R. Falk,5,MID,CPH,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250004106.jpg?v=4.02
F. Pellistri,5,MID,MUN,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250147240.jpg?v=4.02
C. Niasse,5,MID,YB,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250132886.jpg?v=4.02
D. Dalot,5,DEF,MUN,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250081628.jpg?v=4.02
A. Bah,5,DEF,BEN,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250145629.jpg?v=4.02
S. Lauper,5,MID,YB,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250085751.jpg?v=4.02
M. Wolf,5,DEF,DOR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250088942.jpg?v=4.02
L. Tousart,5,MID,UBE,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250081923.jpg?v=4.02
J. Ekkelenkamp,5,MID,ANT,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250101721.jpg?v=4.02
B. Samba,5,GK,LEN,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250059123.jpg?v=4.02
N. Süle,5,DEF,DOR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250041781.jpg?v=4.02
A. Meret,5,GK,NAP,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250066753.jpg?v=4.02
D. Upamecano,5,DEF,BAY,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250079545.jpg?v=4.02
Vitor Carvalho,5,MID,BRA,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250174903.jpg?v=4.02
S. Abdul Samed,5,MID,LEN,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250181716.jpg?v=4.02
T. Kubo,5,FWD,RSO,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250147279.jpg?v=4.02
Matheus,5,GK,BRA,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250087291.jpg?v=4.02
O. Romeu,5,MID,BAR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/1906768.jpg?v=4.02
José Fonte,5,DEF,BRA,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250187726.jpg?v=4.02
Gonçalo Borges,5,FWD,POR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250113342.jpg?v=4.02
K. Phillips,5,MID,MCI,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250143242.jpg?v=4.02
P. Jaeckel,5,DEF,UBE,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250088175.jpg?v=4.02
A. Rrahmani,5,DEF,NAP,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250059233.jpg?v=4.02
J. Giménez,5,DEF,ATM,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250063505.jpg?v=4.02
A. Ramalho,5,DEF,PSV,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250030823.jpg?v=4.02
Alhassan Yussuf,5,MID,ANT,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250144506.jpg?v=4.02
D. Cataldi,5,MID,LAZ,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250039679.jpg?v=4.02
G. Kobel,5,GK,DOR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250069832.jpg?v=4.02
R. Zerrouki,5,MID,FEY,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250174849.jpg?v=4.02
G. Ilenikhena,5,FWD,ANT,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250188225.jpg?v=4.02
M. Akanji,5,DEF,MCI,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250085369.jpg?v=4.02
B. Soumaré,5,MID,SEV,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250087425.jpg?v=4.02
F. Muslera,5,GK,GAL,https://img.uefa.com/imgml/TP/players/1/2024/75x75/1905755.jpg?v=4.02
Adrian Marín,5,DEF,BRA,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250068977.jpg?v=4.02
M. Sportiello,5,GK,MIL,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250082738.jpg?v=4.02
A. Valencia,5,MID,ANT,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250174134.jpg?v=4.02
Jesús Navas,5,DEF,SEV,https://img.uefa.com/imgml/TP/players/1/2024/75x75/69173.jpg?v=4.02
Francisco Conceição,5,FWD,POR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250117405.jpg?v=4.02
M. Cho,5,FWD,RSO,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250163235.jpg?v=4.02
R. Riquelme,5,MID,ATM,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250101313.jpg?v=4.02
T. Stepanenko,5,MID,SHK,https://img.uefa.com/imgml/TP/players/1/2024/75x75/1902685.jpg?v=4.02
E. Anderson,5,MID,NEW,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250117617.jpg?v=4.02
W. Benitez,5,GK,PSV,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250101144.jpg?v=4.02
D. Sikan,5,FWD,SHK,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250115487.jpg?v=4.02
R. De Laet,5,DEF,ANT,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250012092.jpg?v=4.02
Baran Demiroglu,5,FWD,GAL,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250177189.jpg?v=4.02
K. Asllani,5,MID,INT,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250143669.jpg?v=4.02
